n_iter,learning_rate,batch_size,accuracy,precision,recall,f1_score
5000,0.001,16,0.8575125064688632,0.8319107025607354,0.889747191011236,0.8598574821852731
5000,0.0001,16,0.5313092979127134,0.9851851851851852,0.046699438202247194,0.089171974522293
5000,0.01,32,0.8601000517509056,0.8432760364004045,0.8785112359550562,0.8605331040412726
5000,0.001,32,0.8580300155252717,0.8286270691333982,0.8964185393258427,0.8611907572946534
5000,0.0001,32,0.5516646541314473,0.9806949806949807,0.08918539325842696,0.16350177019633086
5000,0.01,50,0.8569949974124548,0.8423194303153612,0.8721910112359551,0.8569949974124548
5000,0.001,50,0.8568224943936519,0.8303863785199738,0.8904494382022472,0.8593697051846831
5000,0.0001,50,0.5397619458340521,0.96875,0.06530898876404495,0.1223684210526316
10000,0.01,16,0.8590650336380886,0.8462325264234573,0.8714887640449438,0.8586749697284207
10000,0.001,16,0.860790063826117,0.8414185346269656,0.8830758426966292,0.8617440465992805
10000,0.0001,16,0.7892013110229429,0.9352248394004282,0.6134129213483146,0.7408821034775233
10000,0.01,32,0.8568224943936519,0.8441336971350614,0.8690308988764045,0.856401384083045
10000,0.001,32,0.8582025185440745,0.8376666666666667,0.882373595505618,0.859439124487004
10000,0.0001,32,0.7793686389511817,0.9355913381454747,0.5916432584269663,0.7248870724887072
10000,0.01,50,0.8590650336380886,0.842495784148398,0.8771067415730337,0.8594529502838465
10000,0.001,50,0.858720027600483,0.8400938652363392,0.8799157303370787,0.8595438175270108
10000,0.0001,50,0.7976539589442815,0.9373368146214099,0.6302668539325843,0.7537266428721394
1000,0.01,16,0.5453333333333333,0.05660377358490566,0.8526315789473684,0.10615989515072086
1000,0.001,16,0.7533333333333333,0.0922882427307206,0.7684210526315789,0.16478555304740408
1000,0.0001,16,0.9686666666666667,1.0,0.010526315789473684,0.020833333333333332
1000,0.01,32,0.552,0.057406094968107724,0.8526315789473684,0.10756972111553785
1000,0.001,32,0.756,0.09323116219667944,0.7684210526315789,0.1662870159453303
1000,0.0001,32,0.9683333333333334,0,0.0,0
1000,0.01,50,0.5556666666666666,0.05722460658082976,0.8421052631578947,0.1071667782987274
1000,0.001,50,0.7666666666666667,0.09612817089452604,0.7578947368421053,0.17061611374407584
1000,0.0001,50,0.9683333333333334,0,0.0,0
2000,0.01,16,0.5693333333333334,0.059602649006622516,0.8526315789473684,0.11141678129298488
2000,0.001,16,0.6153333333333333,0.06562756357670221,0.8421052631578947,0.12176560121765602
2000,0.0001,16,0.9686666666666667,1.0,0.010526315789473684,0.020833333333333332
2000,0.01,32,0.564,0.05826656955571741,0.8421052631578947,0.10899182561307902
2000,0.001,32,0.6093333333333333,0.06537530266343826,0.8526315789473684,0.12143928035982009
2000,0.0001,32,0.9686666666666667,1.0,0.010526315789473684,0.020833333333333332
2000,0.01,50,0.5596666666666666,0.058357348703170026,0.8526315789473684,0.10923803101820634
2000,0.001,50,0.6113333333333333,0.06639676113360324,0.8631578947368421,0.12330827067669173
2000,0.0001,50,0.969,1.0,0.021052631578947368,0.041237113402061855
5000,0.01,16,0.5556666666666666,0.05785714285714286,0.8526315789473684,0.10836120401337793
5000,0.001,16,0.5533333333333333,0.05819730305180979,0.8631578947368421,0.10904255319148935
5000,0.0001,16,0.9363333333333334,0.24468085106382978,0.4842105263157895,0.3250883392226148
5000,0.01,32,0.557,0.058655221745350504,0.8631578947368421,0.10984594775619558
5000,0.001,32,0.554,0.05828002842928216,0.8631578947368421,0.10918774966711052
5000,0.0001,32,0.936,0.24870466321243523,0.5052631578947369,0.3333333333333333
5000,0.01,50,0.5596666666666666,0.058357348703170026,0.8526315789473684,0.10923803101820634
5000,0.001,50,0.551,0.05853314527503526,0.8736842105263158,0.10971579643093192
5000,0.0001,50,0.924,0.21212121212121213,0.5157894736842106,0.3006134969325153
10000,0.01,16,0.5496666666666666,0.05898876404494382,0.8842105263157894,0.11059907834101382
10000,0.001,16,0.558,0.05751258087706686,0.8421052631578947,0.10767160161507401
10000,0.0001,16,0.7693333333333333,0.09607577807848444,0.7473684210526316,0.17026378896882494
10000,0.01,32,0.559,0.05890804597701149,0.8631578947368421,0.11028917283120376
10000,0.001,32,0.5536666666666666,0.05698005698005698,0.8421052631578947,0.10673782521681122
10000,0.0001,32,0.7626666666666667,0.09461235216819974,0.7578947368421053,0.16822429906542055
10000,0.01,50,0.5626666666666666,0.05937726285300507,0.8631578947368421,0.11111111111111112
10000,0.001,50,0.5566666666666666,0.05671213208901651,0.8315789473684211,0.10618279569892473
10000,0.0001,50,0.758,0.09290322580645162,0.7578947368421053,0.16551724137931037


1000,0.01,16,0.5453333333333333,0.05660377358490566,0.8526315789473684,0.10615989515072086
1000,0.001,16,0.7533333333333333,0.0922882427307206,0.7684210526315789,0.16478555304740408
1000,0.0001,16,0.9686666666666667,1.0,0.010526315789473684,0.020833333333333332
1000,0.01,32,0.552,0.057406094968107724,0.8526315789473684,0.10756972111553785
1000,0.001,32,0.756,0.09323116219667944,0.7684210526315789,0.1662870159453303
1000,0.0001,32,0.9683333333333334,0,0.0,0
1000,0.01,50,0.5556666666666666,0.05722460658082976,0.8421052631578947,0.1071667782987274
1000,0.001,50,0.7666666666666667,0.09612817089452604,0.7578947368421053,0.17061611374407584
1000,0.0001,50,0.9683333333333334,0,0.0,0
2000,0.01,16,0.5693333333333334,0.059602649006622516,0.8526315789473684,0.11141678129298488
2000,0.001,16,0.6153333333333333,0.06562756357670221,0.8421052631578947,0.12176560121765602
2000,0.0001,16,0.9686666666666667,1.0,0.010526315789473684,0.020833333333333332
2000,0.01,32,0.564,0.05826656955571741,0.8421052631578947,0.10899182561307902
2000,0.001,32,0.6093333333333333,0.06537530266343826,0.8526315789473684,0.12143928035982009
2000,0.0001,32,0.9686666666666667,1.0,0.010526315789473684,0.020833333333333332
2000,0.01,50,0.5596666666666666,0.058357348703170026,0.8526315789473684,0.10923803101820634
2000,0.001,50,0.6113333333333333,0.06639676113360324,0.8631578947368421,0.12330827067669173
2000,0.0001,50,0.969,1.0,0.021052631578947368,0.041237113402061855
5000,0.01,16,0.5556666666666666,0.05785714285714286,0.8526315789473684,0.10836120401337793
5000,0.001,16,0.5533333333333333,0.05819730305180979,0.8631578947368421,0.10904255319148935
5000,0.0001,16,0.9363333333333334,0.24468085106382978,0.4842105263157895,0.3250883392226148
5000,0.01,32,0.557,0.058655221745350504,0.8631578947368421,0.10984594775619558
5000,0.001,32,0.554,0.05828002842928216,0.8631578947368421,0.10918774966711052
5000,0.0001,32,0.936,0.24870466321243523,0.5052631578947369,0.3333333333333333
5000,0.01,50,0.5596666666666666,0.058357348703170026,0.8526315789473684,0.10923803101820634
5000,0.001,50,0.551,0.05853314527503526,0.8736842105263158,0.10971579643093192
5000,0.0001,50,0.924,0.21212121212121213,0.5157894736842106,0.3006134969325153
10000,0.01,16,0.5496666666666666,0.05898876404494382,0.8842105263157894,0.11059907834101382
10000,0.001,16,0.558,0.05751258087706686,0.8421052631578947,0.10767160161507401
10000,0.0001,16,0.7693333333333333,0.09607577807848444,0.7473684210526316,0.17026378896882494
10000,0.01,32,0.559,0.05890804597701149,0.8631578947368421,0.11028917283120376
10000,0.001,32,0.5536666666666666,0.05698005698005698,0.8421052631578947,0.10673782521681122
10000,0.0001,32,0.7626666666666667,0.09461235216819974,0.7578947368421053,0.16822429906542055
10000,0.01,50,0.5626666666666666,0.05937726285300507,0.8631578947368421,0.11111111111111112
10000,0.001,50,0.5566666666666666,0.05671213208901651,0.8315789473684211,0.10618279569892473
10000,0.0001,50,0.758,0.09290322580645162,0.7578947368421053,0.16551724137931037

1000,0.01,16,0.5636666666666666,0.06141618497109826,0.8947368421052632,0.11494252873563217
1000,0.001,16,0.8606666666666667,0.13211845102505695,0.6105263157894737,0.21722846441947566
1000,0.0001,16,0.9683333333333334,0,0.0,0
1000,0.01,32,0.5523333333333333,0.06056338028169014,0.9052631578947369,0.11353135313531353
1000,0.001,32,0.8736666666666667,0.1414141414141414,0.5894736842105263,0.2281059063136456
1000,0.0001,32,0.9683333333333334,0,0.0,0
1000,0.01,50,0.5596666666666666,0.06151645207439199,0.9052631578947369,0.11520428667113196
1000,0.001,50,0.8733333333333333,0.14640198511166252,0.6210526315789474,0.2369477911646586
1000,0.0001,50,0.9683333333333334,0,0.0,0
2000,0.01,16,0.5376666666666666,0.05874316939890711,0.9052631578947369,0.11032713277742143
2000,0.001,16,0.665,0.07397003745318352,0.8315789473684211,0.1358555460017197
2000,0.0001,16,0.9683333333333334,0,0.0,0
2000,0.01,32,0.5523333333333333,0.06056338028169014,0.9052631578947369,0.11353135313531353
2000,0.001,32,0.6696666666666666,0.07495256166982922,0.8315789473684211,0.13751087902523934
2000,0.0001,32,0.9683333333333334,0,0.0,0
2000,0.01,50,0.5483333333333333,0.05944055944055944,0.8947368421052632,0.11147540983606558
2000,0.001,50,0.6696666666666666,0.0741444866920152,0.8210526315789474,0.13600697471665213
2000,0.0001,50,0.9683333333333334,0,0.0,0
5000,0.01,16,0.543,0.05939226519337017,0.9052631578947369,0.11147116007777058
5000,0.001,16,0.561,0.062320916905444126,0.9157894736842105,0.11670020120724345
5000,0.0001,16,0.9696666666666667,0.5769230769230769,0.15789473684210525,0.2479338842975206
5000,0.01,32,0.555,0.06028368794326241,0.8947368421052632,0.11295681063122923
5000,0.001,32,0.5563333333333333,0.06170212765957447,0.9157894736842105,0.11561461794019932
5000,0.0001,32,0.9703333333333334,0.7142857142857143,0.10526315789473684,0.18348623853211007
5000,0.01,50,0.554,0.060155697098372256,0.8947368421052632,0.11273209549071618
5000,0.001,50,0.5566666666666666,0.061745919091554295,0.9157894736842105,0.11569148936170214
5000,0.0001,50,0.9703333333333334,0.625,0.15789473684210525,0.25210084033613445
10000,0.01,16,0.5363333333333333,0.05798090040927694,0.8947368421052632,0.10890454836643176
10000,0.001,16,0.546,0.059763724808895066,0.9052631578947369,0.11212516297262061
10000,0.0001,16,0.8526666666666667,0.1300639658848614,0.6421052631578947,0.21631205673758863
10000,0.01,32,0.561,0.06169296987087518,0.9052631578947369,0.1155137676292814
10000,0.001,32,0.547,0.05988857938718663,0.9052631578947369,0.11234487263226649
10000,0.0001,32,0.8603333333333333,0.1367713004484305,0.6421052631578947,0.2255083179297597
10000,0.01,50,0.5523333333333333,0.059943582510578276,0.8947368421052632,0.11235955056179775
10000,0.001,50,0.548,0.06001395673412421,0.9052631578947369,0.112565445026178
10000,0.0001,50,0.8646666666666667,0.13411764705882354,0.6,0.2192307692307692
