n_iter,learning_rate,batch_size,accuracy,precision,recall,f1_score
1000,1e-07,32,0.7893333333333333,0.10222222222222223,0.7263157894736842,0.17922077922077922
1000,1e-08,32,0.03166666666666667,0.03166666666666667,1.0,0.06138933764135703
1000,1e-06,50,0.7923333333333333,0.1,0.6947368421052632,0.17483443708609273
1000,1e-07,50,0.736,0.07551766138855055,0.6526315789473685,0.13537117903930132
1000,1e-08,50,0.03166666666666667,0.03166666666666667,1.0,0.06138933764135703
2000,1e-06,16,0.7136666666666667,0.07078651685393259,0.6631578947368421,0.12791878172588833
2000,1e-07,16,0.7726666666666666,0.09405255878284924,0.7157894736842105,0.1662591687041565
2000,1e-08,16,0.03166666666666667,0.03166666666666667,1.0,0.06138933764135703
2000,1e-06,32,0.844,0.1277445109780439,0.6736842105263158,0.21476510067114093
2000,1e-07,32,0.7573333333333333,0.08079470198675497,0.6421052631578947,0.14352941176470588
2000,1e-08,32,0.03166666666666667,0.03166666666666667,1.0,0.06138933764135703
2000,1e-06,50,0.809,0.11326860841423948,0.7368421052631579,0.19635343618513326
2000,1e-07,50,0.7666666666666667,0.08390646492434663,0.6421052631578947,0.1484184914841849
2000,1e-08,50,0.03166666666666667,0.03166666666666667,1.0,0.06138933764135703
5000,1e-06,16,0.7953333333333333,0.10381679389312977,0.7157894736842105,0.18133333333333332
5000,1e-07,16,0.7663333333333333,0.08379120879120878,0.6421052631578947,0.1482381530984204
5000,1e-08,16,0.03166666666666667,0.03166666666666667,1.0,0.06138933764135703
5000,1e-06,32,0.7643333333333333,0.09308510638297872,0.7368421052631579,0.16528925619834708
5000,1e-07,32,0.77,0.08391608391608392,0.631578947368421,0.14814814814814814
5000,1e-08,32,0.7576666666666667,0.09278350515463918,0.7578947368421053,0.1653272101033295
5000,1e-06,50,0.7513333333333333,0.08953341740226986,0.7473684210526316,0.15990990990990991
5000,1e-07,50,0.7566666666666667,0.09450830140485313,0.7789473684210526,0.16856492027334852
5000,1e-08,50,0.74,0.07663782447466007,0.6526315789473685,0.13716814159292035
10000,1e-06,16,0.8636666666666667,0.13657407407407407,0.6210526315789474,0.2239089184060721
10000,1e-07,16,0.8036666666666666,0.10917721518987342,0.7263157894736842,0.18982118294360384
10000,1e-08,16,0.7613333333333333,0.08433734939759036,0.6631578947368421,0.14964370546318287
10000,1e-06,32,0.7973333333333333,0.10719754977029096,0.7368421052631579,0.18716577540106952
10000,1e-07,32,0.8076666666666666,0.11378205128205128,0.7473684210526316,0.19749652294853964
10000,1e-08,32,0.6606666666666666,0.04975609756097561,0.5368421052631579,0.09107142857142857
10000,1e-06,50,0.8216666666666667,0.11267605633802817,0.6736842105263158,0.19306184012066366
10000,1e-07,50,0.787,0.1,0.7157894736842105,0.17548387096774196
10000,1e-08,50,0.747,0.07544757033248081,0.6210526315789474,0.13454960091220067
